120.181141,1.126620101
120.874955,1.124382098
121.572773,1.12223231
122.274621,1.12020412
122.98052,1.118333711
123.690494,1.116660119
124.404567,1.115225264
125.122762,1.11407395
125.845104,1.113253851
126.571616,1.112815469
127.302322,1.112812071
128.037246,1.113299623
128.776413,1.114336713
129.519847,1.115984496
130.267574,1.118306683
131.019616,1.121369619
131.776001,1.125242533
132.536752,1.1299981
133.301895,1.135713645
134.071455,1.142473732
134.845458,1.150376535
135.62393,1.159556385
136.406895,1.170116495
137.194381,1.181674389
137.986413,1.194107411
138.783017,1.207366224
139.58422,1.22141515
140.390048,1.236221757
141.200529,1.251752262
142.015689,1.267968941
142.835554,1.284828569
143.660153,1.302281572
144.489512,1.320271805
145.323659,1.338736902
146.162622,1.357609159
147.006428,1.376816859
147.855105,1.396285902
148.708682,1.415941559
149.567186,1.435710144
150.430647,1.455520405
151.299093,1.47530451
152.172552,1.494998531
153.051054,1.514542465
153.934627,1.533879875
154.823301,1.552957289
155.717106,1.571723534
156.616071,1.590129161
157.520225,1.608126059
158.429599,1.625667359
159.344223,1.642707611
160.264128,1.659203251
161.189343,1.675113262
162.119899,1.690399977
163.055827,1.705029935
163.997159,1.718974715
164.943925,1.73221167
165.896156,1.744724523
166.853885,1.756503781
167.817143,1.767546953
168.785962,1.777858566
169.760374,1.787449996
170.740412,1.796339124
171.726107,1.804549863
172.717492,1.812111561
173.714601,1.819058337
174.717467,1.825428364
175.726122,1.831263145
176.740599,1.836606782
177.760934,1.841505289
178.787159,1.846005935
179.819309,1.850156654
180.857417,1.854005509
181.901518,1.857600231
182.951647,1.860987815
184.007838,1.86421419
185.070127,1.867323948
186.138549,1.870360127
187.213138,1.87336405
188.293932,1.876375204
189.380964,1.879431167
190.474273,1.882567557
191.573893,1.88581802
192.679861,1.889214233
193.792214,1.892785928
194.910988,1.896560933
196.036222,1.900565216
197.167951,1.904822948
198.306214,1.909356558
199.451049,1.914186802
200.602492,1.919332825
201.760583,1.92481223
202.925359,1.930641143
204.09686,1.936834271
205.275124,1.943404972
206.460191,1.950365309
207.652098,1.95772611
208.850887,1.965497026
210.056596,1.973686583
211.269266,1.982302247
212.488937,1.991350471
213.715649,2.000836765
214.949443,2.010765753
216.19036,2.021141244
217.43844,2.031966309
218.693726,2.043243366
219.956259,2.054974273
221.22608,2.067160439
222.503232,2.079802943
223.787757,2.092902681
225.079698,2.106460517
226.379097,2.120477468
227.685998,2.134954902
229.000444,2.149894766
230.322478,2.165299831
231.652144,2.181173966
232.989486,2.197522434
234.334549,2.214352199
235.687377,2.231672262
237.048015,2.249493991
238.416509,2.267831462
239.792902,2.286701784
241.177242,2.306125399
242.569573,2.326126335
243.969942,2.346732397
245.378396,2.367975255
246.794981,2.389890414
248.219744,2.412517012
249.652732,2.435897409
251.093993,2.460076527
252.543575,2.485100876
254.001525,2.511017217
255.467892,2.537870818
256.942724,2.565703239
258.42607,2.594549628
259.91798,2.624435493
261.418503,2.65537299
262.927689,2.687356747
264.445587,2.720359379
265.972248,2.754326849
267.507722,2.789173955
269.052061,2.824780311
270.605316,2.860987245
272.167537,2.897596157
273.738778,2.93436884
275.319089,2.971030311
276.908523,3.007274489
278.507134,3.04277294
280.114973,3.077186514
281.732094,3.11017939
283.358551,3.141434636
284.994398,3.170670042
286.639689,3.197652813
288.294478,3.222211638
289.95882,3.244244878
291.632771,3.263723918
293.316385,3.280691274
295.009719,3.2952535
296.712829,3.307569454
298.42577,3.31783482
300.148601,3.326264045
301.881378,3.333070975
303.624158,3.338449577
305.377,3.342556216
307.13996,3.345495026
308.913099,3.34730794
310.696473,3.347970884
312.490144,3.347397253
314.294169,3.34544914
316.108609,3.341955695
317.933524,3.336736741
319.768974,3.329628593
321.615021,3.320508329
323.471724,3.309312824
325.339147,3.296049866
327.21735,3.280800175
329.106397,3.263710979
331.006349,3.244983155
332.917269,3.224854738
334.839222,3.203583603
336.77227,3.181431616
338.716477,3.158651695
340.671909,3.13547842
342.638629,3.112122158
344.616703,3.088766233
346.606197,3.065566491
348.607177,3.042652558
350.619708,3.020130186
352.643858,2.998084204
354.679693,2.976581707
356.727281,2.955675292
358.78669,2.935406233
360.857988,2.915807649
362.941244,2.896907944
365.036527,2.878735503
367.143906,2.861331566
369.263451,2.844754292
371.395232,2.828999505
373.53932,2.814033296
375.695786,2.799811622
377.864701,2.786286984
380.046138,2.773411776
382.240168,2.761140053
384.446865,2.749428435
386.666301,2.738236524
388.89855,2.727527034
391.143686,2.717265746
393.401783,2.707421377
395.672916,2.697965389
397.957161,2.688871779
400.254593,2.680116861
402.565287,2.671679055
404.889322,2.663538686
407.226774,2.655677795
409.57772,2.64807997
411.942238,2.640730187
414.320406,2.633614673
416.712304,2.626720776
419.11801,2.620036852
421.537605,2.613552169
423.971168,2.607256811
426.41878,2.601141602
428.880523,2.595198032
431.356477,2.589418198
433.846725,2.583794742
436.35135,2.578320807
438.870434,2.572989985
441.40406,2.567796283
443.952314,2.562734086
446.515278,2.557798123
449.093039,2.552983439
451.685682,2.548285371
454.293292,2.543699523
456.915955,2.539221746
459.55376,2.534848118
462.206793,2.530574927
464.875142,2.52639866
467.558895,2.52231598
470.258142,2.518323722
472.972972,2.514418878
475.703475,2.510598584
478.449741,2.506860113
481.211861,2.503200868
483.989928,2.499618369
486.784032,2.496110249
489.594267,2.492674245
492.420726,2.489308195
495.263501,2.486010029
498.122689,2.482777763
500.998382,2.479609497
503.890678,2.476503409
506.79967,2.473457749
509.725457,2.470470839
512.668134,2.467541064
515.627799,2.464666874
