wl,n,,wl,k
2.60146,2.01451,,2.60146,0.00012
2.60417,2.01446,,2.60417,0.00012
2.60688,2.01441,,2.60688,0.00012
2.6096,2.01436,,2.6096,0.00012
2.61233,2.01431,,2.61233,0.00012
2.61506,2.01426,,2.61506,0.00012
2.6178,2.01421,,2.6178,0.00012
2.62055,2.01416,,2.62055,0.00012
2.62329,2.01411,,2.62329,0.00012
2.62605,2.01406,,2.62605,0.00013
2.62881,2.01401,,2.62881,0.00013
2.63158,2.01396,,2.63158,0.00013
2.63435,2.01391,,2.63435,0.00013
2.63713,2.01386,,2.63713,0.00013
2.63992,2.01381,,2.63992,0.00013
2.64271,2.01376,,2.64271,0.00013
2.6455,2.0137,,2.6455,0.00013
2.64831,2.01365,,2.64831,0.00013
2.65111,2.0136,,2.65111,0.00013
2.65393,2.01355,,2.65393,0.00013
2.65675,2.0135,,2.65675,0.00013
2.65957,2.01344,,2.65957,0.00013
2.66241,2.01339,,2.66241,0.00013
2.66525,2.01334,,2.66525,0.00013
2.66809,2.01329,,2.66809,0.00013
2.67094,2.01323,,2.67094,0.00013
2.6738,2.01318,,2.6738,0.00013
2.67666,2.01313,,2.67666,0.00013
2.67953,2.01307,,2.67953,0.00013
2.6824,2.01302,,2.6824,0.00013
2.68528,2.01297,,2.68528,0.00013
2.68817,2.01291,,2.68817,0.00013
2.69107,2.01286,,2.69107,0.00014
2.69397,2.0128,,2.69397,0.00014
2.69687,2.01275,,2.69687,0.00014
2.69978,2.01269,,2.69978,0.00014
2.7027,2.01264,,2.7027,0.00014
2.70563,2.01258,,2.70563,0.00014
2.70856,2.01253,,2.70856,0.00014
2.7115,2.01247,,2.7115,0.00014
2.71444,2.01242,,2.71444,0.00014
2.71739,2.01236,,2.71739,0.00014
2.72035,2.0123,,2.72035,0.00014
2.72331,2.01225,,2.72331,0.00014
2.72628,2.01219,,2.72628,0.00014
2.72926,2.01213,,2.72926,0.00014
2.73224,2.01208,,2.73224,0.00014
2.73523,2.01202,,2.73523,0.00014
2.73823,2.01196,,2.73823,0.00014
2.74123,2.01191,,2.74123,0.00014
2.74424,2.01185,,2.74424,0.00014
2.74725,2.01179,,2.74725,0.00014
2.75028,2.01173,,2.75028,0.00014
2.7533,2.01167,,2.7533,0.00015
2.75634,2.01161,,2.75634,0.00015
2.75938,2.01156,,2.75938,0.00015
2.76243,2.0115,,2.76243,0.00015
2.76549,2.01144,,2.76549,0.00015
2.76855,2.01138,,2.76855,0.00015
2.77162,2.01132,,2.77162,0.00015
2.77469,2.01126,,2.77469,0.00015
2.77778,2.0112,,2.77778,0.00015
2.78087,2.01114,,2.78087,0.00015
2.78396,2.01108,,2.78396,0.00015
2.78707,2.01102,,2.78707,0.00015
2.79018,2.01096,,2.79018,0.00015
2.7933,2.0109,,2.7933,0.00015
2.79642,2.01083,,2.79642,0.00015
2.79955,2.01077,,2.79955,0.00015
2.80269,2.01071,,2.80269,0.00015
2.80584,2.01065,,2.80584,0.00015
2.80899,2.01059,,2.80899,0.00016
2.81215,2.01052,,2.81215,0.00016
2.81532,2.01046,,2.81532,0.00016
2.81849,2.0104,,2.81849,0.00016
2.82167,2.01034,,2.82167,0.00016
2.82486,2.01027,,2.82486,0.00016
2.82805,2.01021,,2.82805,0.00016
2.83126,2.01014,,2.83126,0.00016
2.83447,2.01008,,2.83447,0.00016
2.83768,2.01002,,2.83768,0.00016
2.84091,2.00995,,2.84091,0.00016
2.84414,2.00989,,2.84414,0.00016
2.84738,2.00982,,2.84738,0.00016
2.85063,2.00976,,2.85063,0.00016
2.85388,2.00969,,2.85388,0.00016
2.85714,2.00963,,2.85714,0.00016
2.86041,2.00956,,2.86041,0.00016
2.86369,2.00949,,2.86369,0.00016
2.86697,2.00943,,2.86697,0.00017
2.87026,2.00936,,2.87026,0.00017
2.87356,2.00929,,2.87356,0.00017
2.87687,2.00923,,2.87687,0.00017
2.88018,2.00916,,2.88018,0.00017
2.88351,2.00909,,2.88351,0.00017
2.88684,2.00902,,2.88684,0.00017
2.89017,2.00896,,2.89017,0.00017
2.89352,2.00889,,2.89352,0.00017
2.89687,2.00882,,2.89687,0.00017
2.90023,2.00875,,2.90023,0.00017
2.9036,2.00868,,2.9036,0.00017
2.90698,2.00861,,2.90698,0.00017
2.91036,2.00854,,2.91036,0.00017
2.91375,2.00847,,2.91375,0.00017
2.91715,2.0084,,2.91715,0.00017
2.92056,2.00833,,2.92056,0.00018
2.92398,2.00826,,2.92398,0.00018
2.9274,2.00819,,2.9274,0.00018
2.93083,2.00812,,2.93083,0.00018
2.93427,2.00805,,2.93427,0.00018
2.93772,2.00798,,2.93772,0.00018
2.94118,2.0079,,2.94118,0.00018
2.94464,2.00783,,2.94464,0.00018
2.94811,2.00776,,2.94811,0.00018
2.95159,2.00769,,2.95159,0.00018
2.95508,2.00761,,2.95508,0.00018
2.95858,2.00754,,2.95858,0.00018
2.96209,2.00747,,2.96209,0.00018
2.9656,2.00739,,2.9656,0.00018
2.96912,2.00732,,2.96912,0.00019
2.97265,2.00724,,2.97265,0.00019
2.97619,2.00717,,2.97619,0.00019
2.97974,2.00709,,2.97974,0.00019
2.98329,2.00702,,2.98329,0.00019
2.98686,2.00694,,2.98686,0.00019
2.99043,2.00687,,2.99043,0.00019
2.99401,2.00679,,2.99401,0.00019
2.9976,2.00671,,2.9976,0.00019
3.0012,2.00664,,3.0012,0.00019
3.00481,2.00656,,3.00481,0.00019
3.00842,2.00648,,3.00842,0.00019
3.01205,2.0064,,3.01205,0.00019
3.01568,2.00633,,3.01568,0.00019
3.01932,2.00625,,3.01932,0.0002
3.02297,2.00617,,3.02297,0.0002
3.02663,2.00609,,3.02663,0.0002
3.0303,2.00601,,3.0303,0.0002
3.03398,2.00593,,3.03398,0.0002
3.03767,2.00585,,3.03767,0.0002
3.04136,2.00577,,3.04136,0.0002
3.04507,2.00569,,3.04507,0.0002
3.04878,2.00561,,3.04878,0.0002
3.0525,2.00553,,3.0525,0.0002
3.05623,2.00545,,3.05623,0.0002
3.05998,2.00537,,3.05998,0.0002
3.06373,2.00528,,3.06373,0.0002
3.06748,2.0052,,3.06748,0.00021
3.07125,2.00512,,3.07125,0.00021
3.07503,2.00504,,3.07503,0.00021
3.07882,2.00495,,3.07882,0.00021
3.08261,2.00487,,3.08261,0.00021
3.08642,2.00479,,3.08642,0.00021
3.09023,2.0047,,3.09023,0.00021
3.09406,2.00462,,3.09406,0.00021
3.09789,2.00453,,3.09789,0.00021
3.10174,2.00445,,3.10174,0.00021
3.10559,2.00436,,3.10559,0.00021
3.10945,2.00427,,3.10945,0.00021
3.11333,2.00419,,3.11333,0.00022
3.11721,2.0041,,3.11721,0.00022
3.1211,2.00401,,3.1211,0.00022
3.125,2.00393,,3.125,0.00022
3.12891,2.00384,,3.12891,0.00022
3.13283,2.00375,,3.13283,0.00022
3.13676,2.00366,,3.13676,0.00022
3.1407,2.00357,,3.1407,0.00022
3.14465,2.00348,,3.14465,0.00022
3.14861,2.00339,,3.14861,0.00022
3.15259,2.0033,,3.15259,0.00022
3.15657,2.00321,,3.15657,0.00023
3.16056,2.00312,,3.16056,0.00023
3.16456,2.00303,,3.16456,0.00023
3.16857,2.00294,,3.16857,0.00023
3.17259,2.00285,,3.17259,0.00023
3.17662,2.00276,,3.17662,0.00023
3.18066,2.00266,,3.18066,0.00023
3.18471,2.00257,,3.18471,0.00023
3.18878,2.00248,,3.18878,0.00023
3.19285,2.00238,,3.19285,0.00023
3.19693,2.00229,,3.19693,0.00023
3.20102,2.0022,,3.20102,0.00024
3.20513,2.0021,,3.20513,0.00024
3.20924,2.00201,,3.20924,0.00024
3.21337,2.00191,,3.21337,0.00024
3.2175,2.00181,,3.2175,0.00024
3.22165,2.00172,,3.22165,0.00024
3.22581,2.00162,,3.22581,0.00024
3.22997,2.00152,,3.22997,0.00024
3.23415,2.00142,,3.23415,0.00024
3.23834,2.00133,,3.23834,0.00024
3.24254,2.00123,,3.24254,0.00025
3.24675,2.00113,,3.24675,0.00025
3.25098,2.00103,,3.25098,0.00025
3.25521,2.00093,,3.25521,0.00025
3.25945,2.00083,,3.25945,0.00025
3.26371,2.00073,,3.26371,0.00025
3.26797,2.00063,,3.26797,0.00025
3.27225,2.00053,,3.27225,0.00025
3.27654,2.00043,,3.27654,0.00025
3.28084,2.00032,,3.28084,0.00026
3.28515,2.00022,,3.28515,0.00026
3.28947,2.00012,,3.28947,0.00026
3.29381,2.00001,,3.29381,0.00026
3.29815,1.99991,,3.29815,0.00026
3.30251,1.9998,,3.30251,0.00026
3.30688,1.9997,,3.30688,0.00026
3.31126,1.99959,,3.31126,0.00026
3.31565,1.99949,,3.31565,0.00026
3.32005,1.99938,,3.32005,0.00027
3.32447,1.99927,,3.32447,0.00027
3.32889,1.99917,,3.32889,0.00027
3.33333,1.99906,,3.33333,0.00027
3.33778,1.99895,,3.33778,0.00027
3.34225,1.99884,,3.34225,0.00027
3.34672,1.99873,,3.34672,0.00027
3.35121,1.99862,,3.35121,0.00027
3.3557,1.99851,,3.3557,0.00027
3.36022,1.9984,,3.36022,0.00028
3.36474,1.99829,,3.36474,0.00028
3.36927,1.99818,,3.36927,0.00028
3.37382,1.99807,,3.37382,0.00028
3.37838,1.99796,,3.37838,0.00028
3.38295,1.99784,,3.38295,0.00028
3.38753,1.99773,,3.38753,0.00028
3.39213,1.99762,,3.39213,0.00028
3.39674,1.9975,,3.39674,0.00029
3.40136,1.99739,,3.40136,0.00029
3.40599,1.99727,,3.40599,0.00029
3.41064,1.99715,,3.41064,0.00029
3.4153,1.99704,,3.4153,0.00029
3.41997,1.99692,,3.41997,0.00029
3.42466,1.9968,,3.42466,0.00029
3.42936,1.99668,,3.42936,0.0003
3.43407,1.99657,,3.43407,0.0003
3.43879,1.99645,,3.43879,0.0003
3.44353,1.99633,,3.44353,0.0003
3.44828,1.99621,,3.44828,0.0003
3.45304,1.99609,,3.45304,0.0003
3.45781,1.99596,,3.45781,0.0003
3.4626,1.99584,,3.4626,0.0003
3.46741,1.99572,,3.46741,0.00031
3.47222,1.9956,,3.47222,0.00031
3.47705,1.99547,,3.47705,0.00031
3.48189,1.99535,,3.48189,0.00031
3.48675,1.99522,,3.48675,0.00031
3.49162,1.9951,,3.49162,0.00031
3.4965,1.99497,,3.4965,0.00031
3.5014,1.99485,,3.5014,0.00032
3.50631,1.99472,,3.50631,0.00032
3.51124,1.99459,,3.51124,0.00032
3.51617,1.99446,,3.51617,0.00032
3.52113,1.99433,,3.52113,0.00032
3.52609,1.9942,,3.52609,0.00032
3.53107,1.99407,,3.53107,0.00032
3.53607,1.99394,,3.53607,0.00033
3.54108,1.99381,,3.54108,0.00033
3.5461,1.99368,,3.5461,0.00033
3.55114,1.99355,,3.55114,0.00033
3.55619,1.99341,,3.55619,0.00033
3.56125,1.99328,,3.56125,0.00033
3.56633,1.99315,,3.56633,0.00034
3.57143,1.99301,,3.57143,0.00034
3.57654,1.99288,,3.57654,0.00034
3.58166,1.99274,,3.58166,0.00034
3.5868,1.9926,,3.5868,0.00034
3.59195,1.99246,,3.59195,0.00034
3.59712,1.99233,,3.59712,0.00035
3.60231,1.99219,,3.60231,0.00035
3.6075,1.99205,,3.6075,0.00035
3.61272,1.99191,,3.61272,0.00035
3.61795,1.99177,,3.61795,0.00035
3.62319,1.99162,,3.62319,0.00035
3.62845,1.99148,,3.62845,0.00036
3.63372,1.99134,,3.63372,0.00036
3.63901,1.9912,,3.63901,0.00036
3.64431,1.99105,,3.64431,0.00036
3.64964,1.99091,,3.64964,0.00036
3.65497,1.99076,,3.65497,0.00036
3.66032,1.99061,,3.66032,0.00037
3.66569,1.99047,,3.66569,0.00037
3.67107,1.99032,,3.67107,0.00037
3.67647,1.99017,,3.67647,0.00037
3.68189,1.99002,,3.68189,0.00037
3.68732,1.98987,,3.68732,0.00037
3.69276,1.98972,,3.69276,0.00038
3.69822,1.98957,,3.69822,0.00038
3.7037,1.98942,,3.7037,0.00038
3.7092,1.98926,,3.7092,0.00038
3.71471,1.98911,,3.71471,0.00038
3.72024,1.98896,,3.72024,0.00039
3.72578,1.9888,,3.72578,0.00039
3.73134,1.98864,,3.73134,0.00039
3.73692,1.98849,,3.73692,0.00039
3.74251,1.98833,,3.74251,0.00039
3.74813,1.98817,,3.74813,0.0004
3.75375,1.98801,,3.75375,0.0004
3.7594,1.98785,,3.7594,0.0004
3.76506,1.98769,,3.76506,0.0004
3.77074,1.98753,,3.77074,0.0004
3.77644,1.98737,,3.77644,0.00041
3.78215,1.9872,,3.78215,0.00041
3.78788,1.98704,,3.78788,0.00041
3.79363,1.98687,,3.79363,0.00041
3.79939,1.98671,,3.79939,0.00041
3.80518,1.98654,,3.80518,0.00042
3.81098,1.98637,,3.81098,0.00042
3.81679,1.98621,,3.81679,0.00042
3.82263,1.98604,,3.82263,0.00042
3.82848,1.98587,,3.82848,0.00043
3.83436,1.9857,,3.83436,0.00043
3.84025,1.98552,,3.84025,0.00043
3.84615,1.98535,,3.84615,0.00043
3.85208,1.98518,,3.85208,0.00043
3.85802,1.985,,3.85802,0.00044
3.86399,1.98483,,3.86399,0.00044
3.86997,1.98465,,3.86997,0.00044
3.87597,1.98447,,3.87597,0.00044
3.88199,1.9843,,3.88199,0.00045
3.88802,1.98412,,3.88802,0.00045
3.89408,1.98394,,3.89408,0.00045
3.90016,1.98376,,3.90016,0.00045
3.90625,1.98357,,3.90625,0.00045
3.91236,1.98339,,3.91236,0.00046
3.9185,1.98321,,3.9185,0.00046
3.92465,1.98302,,3.92465,0.00046
3.93082,1.98284,,3.93082,0.00046
3.93701,1.98265,,3.93701,0.00047
3.94322,1.98246,,3.94322,0.00047
3.94945,1.98227,,3.94945,0.00047
3.9557,1.98208,,3.9557,0.00047
3.96197,1.98189,,3.96197,0.00048
3.96825,1.9817,,3.96825,0.00048
3.97456,1.98151,,3.97456,0.00048
3.98089,1.98131,,3.98089,0.00048
3.98724,1.98112,,3.98724,0.00049
3.99361,1.98092,,3.99361,0.00049
4,1.98073,,4,0.00049
4.00641,1.98053,,4.00641,0.0005
4.01284,1.98033,,4.01284,0.0005
4.01929,1.98013,,4.01929,0.0005
4.02576,1.97993,,4.02576,0.0005
4.03226,1.97973,,4.03226,0.00051
4.03877,1.97952,,4.03877,0.00051
4.04531,1.97932,,4.04531,0.00051
4.05186,1.97911,,4.05186,0.00051
4.05844,1.9789,,4.05844,0.00052
4.06504,1.9787,,4.06504,0.00052
4.07166,1.97849,,4.07166,0.00052
4.0783,1.97828,,4.0783,0.00053
4.08497,1.97806,,4.08497,0.00053
4.09165,1.97785,,4.09165,0.00053
4.09836,1.97764,,4.09836,0.00054
4.10509,1.97742,,4.10509,0.00054
4.11184,1.97721,,4.11184,0.00054
4.11862,1.97699,,4.11862,0.00054
4.12541,1.97677,,4.12541,0.00055
4.13223,1.97655,,4.13223,0.00055
4.13907,1.97633,,4.13907,0.00055
4.14594,1.97611,,4.14594,0.00056
4.15282,1.97588,,4.15282,0.00056
4.15973,1.97566,,4.15973,0.00056
4.16667,1.97543,,4.16667,0.00057
4.17362,1.9752,,4.17362,0.00057
4.1806,1.97497,,4.1806,0.00057
4.1876,1.97474,,4.1876,0.00058
4.19463,1.97451,,4.19463,0.00058
4.20168,1.97428,,4.20168,0.00058
4.20875,1.97405,,4.20875,0.00059
4.21585,1.97381,,4.21585,0.00059
4.22297,1.97357,,4.22297,0.00059
4.23012,1.97333,,4.23012,0.0006
4.23729,1.9731,,4.23729,0.0006
4.24448,1.97285,,4.24448,0.0006
4.2517,1.97261,,4.2517,0.00061
4.25894,1.97237,,4.25894,0.00061
4.26621,1.97212,,4.26621,0.00061
4.2735,1.97188,,4.2735,0.00062
4.28082,1.97163,,4.28082,0.00062
4.28816,1.97138,,4.28816,0.00063
4.29553,1.97113,,4.29553,0.00063
4.30293,1.97087,,4.30293,0.00063
4.31034,1.97062,,4.31034,0.00064
4.31779,1.97036,,4.31779,0.00064
4.32526,1.97011,,4.32526,0.00064
4.33276,1.96985,,4.33276,0.00065
4.34028,1.96959,,4.34028,0.00065
4.34783,1.96932,,4.34783,0.00066
4.3554,1.96906,,4.3554,0.00066
4.363,1.9688,,4.363,0.00066
4.37063,1.96853,,4.37063,0.00067
4.37828,1.96826,,4.37828,0.00067
4.38596,1.96799,,4.38596,0.00068
4.39367,1.96772,,4.39367,0.00068
4.40141,1.96745,,4.40141,0.00069
4.40917,1.96717,,4.40917,0.00069
4.41696,1.96689,,4.41696,0.00069
4.42478,1.96662,,4.42478,0.0007
4.43262,1.96634,,4.43262,0.0007
4.4405,1.96605,,4.4405,0.00071
4.4484,1.96577,,4.4484,0.00071
4.45633,1.96548,,4.45633,0.00072
4.46429,1.9652,,4.46429,0.00072
4.47227,1.96491,,4.47227,0.00072
4.48029,1.96462,,4.48029,0.00073
4.48833,1.96433,,4.48833,0.00073
4.4964,1.96403,,4.4964,0.00074
4.5045,1.96373,,4.5045,0.00074
4.51264,1.96344,,4.51264,0.00075
4.5208,1.96314,,4.5208,0.00075
4.52899,1.96283,,4.52899,0.00076
4.53721,1.96253,,4.53721,0.00076
4.54545,1.96222,,4.54545,0.00077
4.55373,1.96192,,4.55373,0.00077
4.56204,1.96161,,4.56204,0.00078
4.57038,1.9613,,4.57038,0.00078
4.57875,1.96098,,4.57875,0.00079
4.58716,1.96067,,4.58716,0.00079
4.59559,1.96035,,4.59559,0.0008
4.60405,1.96003,,4.60405,0.0008
4.61255,1.95971,,4.61255,0.00081
4.62107,1.95938,,4.62107,0.00081
4.62963,1.95906,,4.62963,0.00082
4.63822,1.95873,,4.63822,0.00082
4.64684,1.9584,,4.64684,0.00083
4.65549,1.95806,,4.65549,0.00084
4.66418,1.95773,,4.66418,0.00084
4.6729,1.95739,,4.6729,0.00085
4.68165,1.95705,,4.68165,0.00085
4.69043,1.95671,,4.69043,0.00086
4.69925,1.95637,,4.69925,0.00086
4.7081,1.95602,,4.7081,0.00087
4.71698,1.95567,,4.71698,0.00088
4.7259,1.95532,,4.7259,0.00088
4.73485,1.95497,,4.73485,0.00089
4.74383,1.95461,,4.74383,0.00089
4.75285,1.95425,,4.75285,0.0009
4.7619,1.95389,,4.7619,0.00091
4.77099,1.95353,,4.77099,0.00091
4.78011,1.95316,,4.78011,0.00092
4.78927,1.9528,,4.78927,0.00092
4.79846,1.95243,,4.79846,0.00093
4.80769,1.95205,,4.80769,0.00094
4.81696,1.95168,,4.81696,0.00094
4.82625,1.9513,,4.82625,0.00095
4.83559,1.95092,,4.83559,0.00096
4.84496,1.95053,,4.84496,0.00096
4.85437,1.95015,,4.85437,0.00097
4.86381,1.94976,,4.86381,0.00098
4.87329,1.94937,,4.87329,0.00099
4.88281,1.94897,,4.88281,0.00099
4.89237,1.94858,,4.89237,0.001
4.90196,1.94818,,4.90196,0.00101
4.91159,1.94777,,4.91159,0.00101
4.92126,1.94737,,4.92126,0.00102
4.93097,1.94696,,4.93097,0.00103
4.94071,1.94655,,4.94071,0.00104
4.9505,1.94613,,4.9505,0.00104
4.96032,1.94571,,4.96032,0.00105
4.97018,1.94529,,4.97018,0.00106
4.98008,1.94487,,4.98008,0.00107
4.99002,1.94444,,4.99002,0.00107
5,1.94401,,5,0.00108
5.01002,1.94358,,5.01002,0.00109
5.02008,1.94314,,5.02008,0.0011
5.03018,1.94271,,5.03018,0.00111
5.04032,1.94226,,5.04032,0.00111
5.05051,1.94182,,5.05051,0.00112
5.06073,1.94137,,5.06073,0.00113
5.07099,1.94091,,5.07099,0.00114
5.0813,1.94046,,5.0813,0.00115
5.09165,1.94,,5.09165,0.00116
5.10204,1.93954,,5.10204,0.00117
5.11247,1.93907,,5.11247,0.00118
5.12295,1.9386,,5.12295,0.00118
5.13347,1.93813,,5.13347,0.00119
5.14403,1.93765,,5.14403,0.0012
5.15464,1.93717,,5.15464,0.00121
5.16529,1.93669,,5.16529,0.00122
5.17598,1.9362,,5.17598,0.00123
5.18672,1.93571,,5.18672,0.00124
5.19751,1.93521,,5.19751,0.00125
5.20833,1.93471,,5.20833,0.00126
5.21921,1.93421,,5.21921,0.00127
5.23013,1.9337,,5.23013,0.00128
5.24109,1.93319,,5.24109,0.00129
5.2521,1.93267,,5.2521,0.0013
5.26316,1.93215,,5.26316,0.00131
5.27426,1.93163,,5.27426,0.00132
5.28541,1.9311,,5.28541,0.00133
5.29661,1.93057,,5.29661,0.00134
5.30786,1.93004,,5.30786,0.00135
5.31915,1.9295,,5.31915,0.00136
5.33049,1.92895,,5.33049,0.00138
5.34188,1.9284,,5.34188,0.00139
5.35332,1.92785,,5.35332,0.0014
5.36481,1.92729,,5.36481,0.00141
5.37634,1.92673,,5.37634,0.00142
5.38793,1.92616,,5.38793,0.00143
5.39957,1.92559,,5.39957,0.00145
5.41126,1.92501,,5.41126,0.00146
5.42299,1.92443,,5.42299,0.00147
5.43478,1.92385,,5.43478,0.00148
5.44662,1.92326,,5.44662,0.00149
5.45852,1.92266,,5.45852,0.00151
5.47046,1.92206,,5.47046,0.00152
5.48246,1.92146,,5.48246,0.00153
5.49451,1.92085,,5.49451,0.00155
5.50661,1.92023,,5.50661,0.00156
5.51876,1.91961,,5.51876,0.00157
5.53097,1.91898,,5.53097,0.00159
5.54324,1.91835,,5.54324,0.0016
5.55556,1.91771,,5.55556,0.00161
5.56793,1.91707,,5.56793,0.00163
5.58036,1.91642,,5.58036,0.00164
5.59284,1.91577,,5.59284,0.00166
5.60538,1.91511,,5.60538,0.00167
5.61798,1.91445,,5.61798,0.00169
5.63063,1.91378,,5.63063,0.0017
5.64334,1.9131,,5.64334,0.00172
5.65611,1.91242,,5.65611,0.00173
5.66893,1.91173,,5.66893,0.00175
5.68182,1.91103,,5.68182,0.00176
5.69476,1.91033,,5.69476,0.00178
5.70776,1.90962,,5.70776,0.0018
5.72082,1.90891,,5.72082,0.00181
5.73394,1.90819,,5.73394,0.00183
5.74713,1.90747,,5.74713,0.00185
5.76037,1.90673,,5.76037,0.00186
5.77367,1.90599,,5.77367,0.00188
5.78704,1.90525,,5.78704,0.0019
5.80046,1.90449,,5.80046,0.00192
5.81395,1.90373,,5.81395,0.00193
5.82751,1.90297,,5.82751,0.00195
5.84112,1.90219,,5.84112,0.00197
5.8548,1.90141,,5.8548,0.00199
5.86854,1.90062,,5.86854,0.00201
5.88235,1.89983,,5.88235,0.00203
5.89623,1.89902,,5.89623,0.00205
5.91017,1.89821,,5.91017,0.00207
5.92417,1.89739,,5.92417,0.00209
5.93824,1.89656,,5.93824,0.00211
5.95238,1.89573,,5.95238,0.00213
5.96659,1.89489,,5.96659,0.00215
5.98086,1.89404,,5.98086,0.00217
5.9952,1.89318,,5.9952,0.00219
6.00962,1.89231,,6.00962,0.00221
6.0241,1.89143,,6.0241,0.00224
6.03865,1.89055,,6.03865,0.00226
6.05327,1.88966,,6.05327,0.00228
6.06796,1.88876,,6.06796,0.0023
6.08273,1.88784,,6.08273,0.00233
6.09756,1.88692,,6.09756,0.00235
6.11247,1.886,,6.11247,0.00238
6.12745,1.88506,,6.12745,0.0024
6.14251,1.88411,,6.14251,0.00243
6.15764,1.88315,,6.15764,0.00245
6.17284,1.88218,,6.17284,0.00248
6.18812,1.88121,,6.18812,0.0025
6.20347,1.88022,,6.20347,0.00253
6.21891,1.87922,,6.21891,0.00256
6.23441,1.87821,,6.23441,0.00258
6.25,1.8772,,6.25,0.00261
6.26566,1.87617,,6.26566,0.00264
6.28141,1.87513,,6.28141,0.00267
6.29723,1.87408,,6.29723,0.0027
6.31313,1.87302,,6.31313,0.00273
6.32911,1.87194,,6.32911,0.00276
6.34518,1.87086,,6.34518,0.00279
6.36132,1.86976,,6.36132,0.00282
6.37755,1.86865,,6.37755,0.00285
6.39386,1.86753,,6.39386,0.00288
6.41026,1.8664,,6.41026,0.00292
6.42674,1.86526,,6.42674,0.00295
6.4433,1.8641,,6.4433,0.00298
6.45995,1.86293,,6.45995,0.00302
6.47668,1.86175,,6.47668,0.00305
6.49351,1.86055,,6.49351,0.00309
6.51042,1.85934,,6.51042,0.00312
6.52742,1.85812,,6.52742,0.00316
6.5445,1.85688,,6.5445,0.0032
6.56168,1.85563,,6.56168,0.00324
6.57895,1.85436,,6.57895,0.00327
6.59631,1.85308,,6.59631,0.00331
6.61376,1.85179,,6.61376,0.00335
6.6313,1.85048,,6.6313,0.00339
6.64894,1.84915,,6.64894,0.00344
6.66667,1.84781,,6.66667,0.00348
6.68449,1.84645,,6.68449,0.00352
6.70241,1.84508,,6.70241,0.00356
6.72043,1.84369,,6.72043,0.00361
6.73854,1.84228,,6.73854,0.00365
6.75676,1.84086,,6.75676,0.0037
6.77507,1.83942,,6.77507,0.00375
6.79348,1.83796,,6.79348,0.0038
6.81199,1.83649,,6.81199,0.00384
6.8306,1.83499,,6.8306,0.00389
6.84932,1.83348,,6.84932,0.00395
6.86813,1.83195,,6.86813,0.004
6.88705,1.8304,,6.88705,0.00405
6.90608,1.82883,,6.90608,0.0041
6.92521,1.82724,,6.92521,0.00416
6.94444,1.82563,,6.94444,0.00422
6.96379,1.824,,6.96379,0.00427
6.98324,1.82234,,6.98324,0.00433
7.0028,1.82067,,7.0028,0.00439
7.02247,1.81897,,7.02247,0.00445
7.04225,1.81726,,7.04225,0.00451
7.06215,1.81552,,7.06215,0.00458
7.08215,1.81375,,7.08215,0.00464
7.10227,1.81196,,7.10227,0.00471
7.12251,1.81015,,7.12251,0.00477
7.14286,1.80832,,7.14286,0.00484
7.16332,1.80645,,7.16332,0.00491
7.18391,1.80457,,7.18391,0.00499
7.20461,1.80266,,7.20461,0.00506
7.22543,1.80072,,7.22543,0.00514
7.24638,1.79875,,7.24638,0.00521
7.26744,1.79675,,7.26744,0.00529
7.28863,1.79473,,7.28863,0.00537
7.30994,1.79268,,7.30994,0.00545
7.33138,1.7906,,7.33138,0.00554
7.35294,1.78849,,7.35294,0.00563
7.37463,1.78634,,7.37463,0.00571
7.39645,1.78417,,7.39645,0.0058
7.4184,1.78197,,7.4184,0.0059
7.44048,1.77973,,7.44048,0.00599
7.46269,1.77745,,7.46269,0.00609
7.48503,1.77515,,7.48503,0.00619
7.50751,1.7728,,7.50751,0.00629
7.53012,1.77043,,7.53012,0.0064
7.55287,1.76801,,7.55287,0.0065
7.57576,1.76556,,7.57576,0.00661
7.59878,1.76307,,7.59878,0.00673
7.62195,1.76054,,7.62195,0.00684
7.64526,1.75797,,7.64526,0.00696
7.66871,1.75536,,7.66871,0.00709
7.69231,1.7527,,7.69231,0.00721
7.71605,1.75,,7.71605,0.00734
7.73994,1.74726,,7.73994,0.00748
7.76398,1.74447,,7.76398,0.00761
7.78816,1.74164,,7.78816,0.00775
7.8125,1.73876,,7.8125,0.0079
7.83699,1.73583,,7.83699,0.00805
7.86164,1.73284,,7.86164,0.0082
7.88644,1.72981,,7.88644,0.00836
7.91139,1.72673,,7.91139,0.00852
7.93651,1.72358,,7.93651,0.00869
7.96178,1.72039,,7.96178,0.00886
7.98722,1.71713,,7.98722,0.00904
8.01282,1.71382,,8.01282,0.00922
8.03859,1.71045,,8.03859,0.00941
8.06452,1.70701,,8.06452,0.00961
8.09061,1.70351,,8.09061,0.00981
8.11688,1.69995,,8.11688,0.01002
8.14332,1.69631,,8.14332,0.01024
8.16993,1.69261,,8.16993,0.01046
8.19672,1.68884,,8.19672,0.01069
8.22368,1.68499,,8.22368,0.01093
8.25083,1.68106,,8.25083,0.01118
8.27815,1.67706,,8.27815,0.01144
8.30565,1.67298,,8.30565,0.01171
8.33333,1.66881,,8.33333,0.01198
8.3612,1.66455,,8.3612,0.01227
8.38926,1.66021,,8.38926,0.01257
8.41751,1.65578,,8.41751,0.01288
8.44595,1.65125,,8.44595,0.0132
8.47458,1.64662,,8.47458,0.01354
